Customer,SSN,Birthdate,Age,Region,CredCardUser,Income,Purchases,AmountSpent
1442,033-31-1058,02.10.53,46,North,0,146900,4,2090
1443,161-48-7116,04.07.31,68,North,1,33700,1,500
1444,006-14-1331,03.07.64,35,West,0,77400,2,930
1445,021-01-9050,12.23.66,32,East,1,137800,3,1630
1446,316-48-8562,11.15.36,62,West,0,95500,4,2090
1447,105-46-6208,06.28.47,51,East,0,82900,3,1520
1448,179-18-9278,02.12.66,33,East,0,157400,4,1910
1449,511-19-1855,11.09.39,59,South,1,52600,2,1030
1450,850-70-1843,03.22.42,57,East,0,101000,2,1030
1451,255-87-4184,04.04.67,32,South,0,103600,3,1470
1452,470-18-7823,06.03.46,52,South,1,123400,2,1040
1453,633-81-0805,01.01.56,43,West,1,157800,7,3410
1454,746-54-2341,09.06.69,29,North,1,98500,2,990
1455,874-40-5083,02.19.76,23, West,0,62800,2,970
1456,351-18-0499,05.02.69,29,South,0,70500,4,1980
1457,236-44-8619,05.23.32,66,South,1,150500,2,1110
1458,169-31-5478,06.19.45,53,North,1,144600,2,1170
1459,303-86-0680,12.10.62,36,South,1,154200,7,3610
1460,131-37-7402,12.22.60,38, South,1,35500,2,930
1461,527-18-0720,11.03.37,61,East,0,82400,2,1010
1462,647-17-8514,05.31.41,57,East,0,74800,4,1890
1463,129-55-3942,11.12.74,24,South,0,29000,3,1660
1464,904-62-9040,12.27.70,28,East,0,79600,5,2320
1465,457-26-8607,11.23.58,40,West,0,62100,1,470
1466,313-95-3849,10.11.51,47,West,0,132600,1,560
1467,907-46-0722,07.28.69,29,South,0,59800,4,1880
1468,647-68-7163,05.12.54,44,East,1,68600,3,1660
1469,039-38-0584,07.18.49,49, East,0,155400,5,2590
1470,269-37-8913,01.11.57,42,North,1,92300,6,2990
1471,920-12-1121,07.24.58,40,West,1,58900,7,3290
1472,719-98-9028,03.15.69,30,North,1,91300,3,470
1473,946-96-9758,09.04.71,27,West,0,46900,5,2350
1474,491-57-3083,05.02.60,38,South,0,86500,2,1110
1475,368-23-0763,04.24.50,48,East,0,126800,1,510
1476,955-75-1871,10.10.44,54,North,0,106300,3,1510
1477,398-78-6899,12.17.74,24,East,1,58700,2,1040
1478,592-76-2035,12.19.58,40,East,0,31000,4,1830
1479,178-44-7525,01.12.62,37,North,1,110800,4,1930
1480,070-93-0068,08.23.52,46,North,1,20000,6,3060
1481,265-89-7966,04.18.71,27,North,0,57800,4,1900
1482,208-32-8324,08.25.56,42,East,0,154100,0,0
1483,276-36-6086,07.25.44,54,West,0,54800,2,1000
1484,005-06-4020,06.16.52,46,South,1,42700,6,2890
1485,825-37-4303,10.24.61,37,East,0,70900,1,510
1486,425-06-5062,04.29.65,33,North,1,65600,5,2500
1487,883-36-5815,11.23.71,27,North,1,134600,3,1500
1488,664-44-3655,01.20.33,66,East,1,117900,6,3310
1489,038-72-8622,04.19.65,33, West,1,117900,3,1460
1490,496-69-6574,08.06.33,65,East,1,111200,1,560
1491,782-98-9539,12.27.55,43,South,0,63000,2,1030
1492,642-14-9012,01.16.34,65,North,0,36400,3,1360
1493,287-48-5517,07.21.30,68,South,0,114500,3,1500
1494,766-67-0139,03.15.42,57,North,0,64300,5,2330
1495,251-91-5281,02.10.64,35,South,0,126600,2,940
1496,542-84-9996,11.03.75,23,South,1,29700,3,1640
1497,880-57-0607,03.14.48,51,West,0,102700,5,2480
1498,632-29-6841,02.06.45,54,West,1,89700,2,1000
1499,347-70-0762,09.28.65,33,West,0,71800,2,970
1500,638-19-2849,07.31.30,68, South,0,121100,5,2540
1501,670-57-4549,07.21.54,44,North,1,64000,4,2160
1502,166-84-2698,10.30.66,32,South,0,91000,6,2910
1503,366-03-5021,09.23.34,64,South,0,121400,1,530
